0,1,2,3,4,5,6,7,8
김철회,1355,최*수,23.10.12,95,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,철회쌤,"올해 파이널체크포인트는 안하시는건가요??
작년에 진짜 다 적중하시고 너무 많은 도움 받았는데.. 파첵이 아니라도 다른 파이널강좌라도 개강 예정이 없으신건가요??
안되면 혹시 중요도 리스트라도 만들어주시면 안될까요?? ㅜㅜ
(작년에 진짜 최고였습니다..)",5점
김철회,1355,박*원,23.10.06,104,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,선생님,"제가 걱정하는부분은
올해독서파트  킬러지문들 배제를 해야하는데
그림자금융같은
초고난이도.  수특,수완에 있는 초고난이도 지문 연계 해버리면
킬러지문이되는데

출제자들이 이런거를? 내버리면
킬러지문이되는데 어떻게 연계할까
이런 고민이들었습니다
선생님은 어떻게 생각하시나요?",5점
김철회,1355,박*서,23.10.03,74,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,지문에서의 의문,"안녕하세요.

1) 우선, 통화정책 문항에서,
기준금리와 이자율의 정확한 관계에 대해 규정하지 않았습니다.
따라서, 문제에서 기준금리를 올렸을 때
이자율이 만약 이보다 높았다면
“기준금리 수준으로 이자율을 접근시키기 위해”
이자율을 오히려 낮췄을텐데..

이 경우는 어떻게 생각해야할까요.
그냥, 공개시장운영이 이루어지고 있기에, 
기본적으로 최초 시작시에는 기준금리와 이자율이 비슷한 수준이라고 놓고 가는 것이 타당할까요?

2) 동일론과 이원론 문항에서,
정신은 [두뇌의] 물리적 상태와 같다고 했습니다.

그렇기에,
두뇌의 물리적 상태와 같은 정신
컴퓨터의 물리적 상태와 같은 정신
서로 다른 두 개의 정신
즉, 3번 선택지가 타당한 것이 아닐까요...?

===
문제 풀 때 선생님처럼 이런 잡고민 없이 풀고싶은데..
뭔가 생각이 꼬이는 것 같습니다.

제 문제점이 무엇일까요..?

질문에 대한 답과,
문제점에 대한 진단을 부탁드립니다.
고맙습니다.",5점
김철회,1355,박*서,23.10.02,41,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,개념에서 핵심어구 찾기,"안녕하세요.

강의를 듣다 보니 
개념을 찾을 때
'핵심어구를 중심으로 이해하기'
가 어렵습니다.

개념을 나타내는 한 문장에서, 핵심어구를 찾는 기준이 무엇인지 명확하게 알고 싶습니다.


더불어, 원리 방법에서 원리는 인과관계로 나타내어지는데,
방법에 관한 설명은 없는 것 같아서요.
방법도 인과관계/비례 반비레
그러니까,
~하면 ~한다로 알고 있으면 될까요?

고맙습니다.",스페셜
김철회,1355,박*원,23.10.02,34,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,선생님,"수특독서에 굉장히어려운제재들이
많은데
연계되는순간 초고난이도 지문이될텐데
어떻게 될까요ㅜ",5점
김철회,1355,박*원,23.09.17,94,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,선생님이 생각하시기에..,"9월달에는 독서연계많이 하고 평소난이도보다 약하게
문학은 쉽게 출제되었는데


수능날에도 이러한 기조가 이어진다고 예상하고 계신지

궁금해서 질문드리고 싶습니다. ",5점
김철회,1355,s********e,23.09.08,73,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,9평,"안녕하세요 

선생님 9평 전반적인 느낌 어떤가요?

기존과 큰 차이가 없어 그대로 하면 될 듯 해서요.



선생님께서 생각하실 때 독해란 한마디로 뭐라고 정의하시나요?


저는 재진술, 패러프레이징이라고 생각합니다.





갑자기 선생님 독해에 대한 철학을 듣고 싶어졌네요.



수특, 수완, 기출, 69평, 리트 문제등을 바라보다가


  (화작 선택자입니다.)


살짝 담담하게 수능 2달 앞두고 준비하게된 무능한 사람으로 
울적한 어투로 적어봅니다.


감사합니다.

p.s. 남은기간 선생님 독해 한마디 답변을 캡쳐해서 배경화면으로 설정할께요.",5점
김철회,1355,이*호,23.09.04,146,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,올해 파이널 체크포인트 하시나요?,"작년에 김철회쌤 파이널체크포인트 듣고 너무 도움 많이 됐었습니다
철회쌤이 올해도 햐주셨으면 좋겠습니다
올해는 안나오면 어쩌나 걱정중인데
혹시 확정되셨나요????",5점
김철회,1355,이*경,23.09.01,53,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,감사합니다...,"좋은 강의 찍어주셔서...
감사합니다...
도움이 많이 되었어요..",스페셜
김철회,1355,s********e,23.08.20,166,[2024 약점공략] 김철회의 독서 풀이 시간 단축술,올해 방향성,"선생님,


올해 수능 국어가 출제 될까요?

지문 소재/ 문제 깊이/ 난이도/ 연계 체감도

올해 정부에서 발표를 한 점이 있다고 듣었는데요.


큰 변화 없이 그대로 가도 될까요?

6평도 지문 소재도 최근 잘 안나오던 사회학/화학이 출제되고
난이도도 떨어뜨린 면이 있는듯 한데요.

제가 이제 막 다시 수능을 해서 이 곳 상황은 어떤지 모르겠습니다.


참고로 올해 5급 7급 공무원 PSAT 언어논리는 역대 최하 난이도라고 평가받았고,

올해 LEET는 역대 최고 난이도라는 평가 받았습니다.


이하 8월부터 수능 시작한 오랜만에 수능하는 30대 수험생이였습니다.",5점
