0,1,2,3,4,5,6,7,8
곽동훈,674,정*원,23.10.25,14,[핵심개념쏙쏙] 곽동훈의 문학,곽동훈 선생님!,2학년 때 곽동훈 샘 문학특강으로 수업을 들은 학생입니다! 이후에 내신만점 수능특강 문학에서 다시 만나서 더 반갑습니다! 수업을 너무 잘 가르쳐 주셔서 너무 감사드립니다. 끝까지 항상 파이팅해주세요! ,5점
곽동훈,674,이*경,23.10.15,13,[핵심개념쏙쏙] 곽동훈의 문학,감사합니다...,"좋은 강의 찍어주셔서...
감사합니다...
도움이 많이 되었어요..",스페셜
곽동훈,674,추*서,23.09.10,36,[핵심개념쏙쏙] 곽동훈의 문학,30강 수강후기,아침일찍부터 국어공부하며 졸지않고 끝까지 계획을 끝내서 기분이 너무 좋았다 앞으로도 그럴 수 있다는 자신감을 얻었다 수강후기를 처음 작성해보니까 너무 재미있다,5점
곽동훈,674,추*서,23.09.10,12,[핵심개념쏙쏙] 곽동훈의 문학,23강 수강후기,"나의 의식의 흐름-
국어공부 많이 한거같은데 그만할까? 아 조금 아쉬운데 좀더 하고싶은데 갑자기 졸음이 오네 음료수 먹어야겠다 어! 강의 끝났다 수강후기 써야지~ 쌤 마지막 멘트 들으니까 또 듣고싶다",5점
곽동훈,674,추*서,23.09.10,11,[핵심개념쏙쏙] 곽동훈의 문학,22강 수강후기,3인칭 관찰자 시점: 그녀는 어찌할 바를 몰랐다,5점
곽동훈,674,추*서,23.09.10,11,[핵심개념쏙쏙] 곽동훈의 문학,21강 수강후기,내가 주로 있는공간: 햇빛이 잘 드는 방,5점
곽동훈,674,추*서,23.09.10,8,[핵심개념쏙쏙] 곽동훈의 문학,20강 수강후기,사랑하는 사람에게 주고싶은 것: 마음을 담아 쓴 편지,5점
곽동훈,674,추*서,23.09.10,11,[핵심개념쏙쏙] 곽동훈의 문학,19강 수강후기,"가장 좋아하는 종결의 방식: 열린결말
이유: 먼저 나만의 생각으로 다양하게 상상하여 마무리지으며 생각을 넓힐 수 있고, 오히려 여운을 더 남겨 기억에 남고, 때론 신비한 느낌이 든다",5점
곽동훈,674,추*서,23.09.10,23,[핵심개념쏙쏙] 곽동훈의 문학,16강 수강후기,"선생님 개념설명 자세히 해주셔서 정말 감사합니다
개념 정리가 필요했던 저에게 정말 필요하고 도움이 되는 강의에요 
친절하고 핵심 포인트를 적절히 설명해주셔서 훨씬 이해도 잘되고 효율적인 것 같아요
저는 사도세자라는 영화에서 영조와 사도세자의 이야기가 가장 감동적이었어요!",스페셜
곽동훈,674,유*연,23.09.19,33,10CUT 고전시가 Season 2,8강 수강후기💚,"선생님의 10CUT 고전시가 수업을 듣고 나서부터 항상 고전시가 작품들을 꼼꼼하게, 열심히 공부해 나가고 있어서 더욱 좋아요^^
오늘 선생님 수업에서 배운 고전시가 <서경별곡>이 올해 2024 수능 기출의 미래 문학 교재에서 공부했었고 선생님이랑 기출의 미래에서 같이 공부했어서 절대 모를 수 없는 작품이었어요!
혹시 아닐수도 있지만 <서경별곡>에 나온 여성 주인공이 <동동>에 나오신 여성 주인공과 유사한 거 같다는 생각이 들었고 동시에 선생님이랑 여성 주인공, 그리고 배경 모두 <동동> 때와 비슷한 거 같다는 생각이 들었어요 ㅎㅎ
올해 선생님 덕분에 고전시가, 그리고 다른 갈래 문학 작품들도 애정을 가지고 열심히 공부해 나가고 있어요 ㅎㅎ
올해 2024 수능까지 남은 기간 동안에도 국어를 포함한 다른 과목들도 열심히 공부하고 올해 2024 수능 잘 보고 나서 홍대 합격하고 나서 나중에 선생님 오프라인으로 만나게 된다면 선생님께 큰절 하겠습니다 ㅋㅋㅋㅋㅋㅋ
앞으로 선생님 수업에서 배우는 고전시가 작품들을 저의 것으로 잘 만들어 나가겠습니다💚
이번 8강 수업에서 항상 고전시가 작품들을 꼼꼼하게 분석하는 것, 고전시가 작품들을 저의 것으로 잘 만들어 두는 것, 고전시가 작품들을 잘 읽고 문제도 꼼꼼하게 잘 풀어 나가는 것이 필수적이라는 것을 배워갈 수 있었어요^^
이번 8강 수업도 열심히 잘 들었습니다💚

앞으로 국어를 포함한 다른 과목들도 열심히 공부하고, 다음 9강 수업도 열심히 듣겠습니다💚",5점
곽동훈,674,강*연,23.09.18,38,10CUT 고전시가 Season 2,선생님 사랑해요,"진짜 10cut 고전 하나하나 다 보고있는데요 
한 강의, 한 강의 지나가는게 너무 아쉬워서 배속도 안하고 듣고있어요... 너무 조아요 ♡

항상 모의고사에서 고전 파트에서 힘들었는데 10cut 고전 정주행하면 이젠 걱정 없을 것 같아요",5점
곽동훈,674,이*연,23.09.16,46,10CUT 고전시가 Season 2,점점 발전하는 애니메이션,"와 이번에 절명시에서는 촛불이 꺼지는 극적인 연출...
대박이라고 생각했습니다 ㅜ
여운이 남아요!!
쌤도 여전히 펄럭(ㅋㅋ)거리시고 점점 더 효과가 발전하네용
절명시... 우리나라가 일제강점기 때 싸워주셨던 조상님들(?) 덕분에 있다는 걸 다시 한 번 느끼며
지금 공부할 수 있다는 걸 감사히 여기게 되네요 ^^
외 벌써 수능이 60일 정도 남았네요 ..
마지막까지 열심히~!!",스페셜
